agg_level_desc,state_alpha,year,source_desc,short_desc,unit_desc,sector_desc,group_desc,commodity_desc,domain_desc,domaincat_desc,value,value_num,censored,ch2_tables,ch2_table_name
NATIONAL,US,2022,CENSUS,"INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME",OPERATIONS,ECONOMICS,INCOME,"INCOME, NET CASH FARM",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),443926,443926,FALSE,1,State Summary Highlights:  2022
NATIONAL,US,2022,CENSUS,"INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME",OPERATIONS,ECONOMICS,INCOME,"INCOME, NET CASH FARM",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11191),1399,1399,FALSE,1,State Summary Highlights:  2022
NATIONAL,US,2022,CENSUS,"INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME",OPERATIONS,ECONOMICS,INCOME,"INCOME, NET CASH FARM",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),7724,7724,FALSE,1,State Summary Highlights:  2022
NATIONAL,US,2022,CENSUS,"INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME",OPERATIONS,ECONOMICS,INCOME,"INCOME, NET CASH FARM",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),434803,434803,FALSE,1,State Summary Highlights:  2022
NATIONAL,US,2022,CENSUS,"INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME",OPERATIONS,ECONOMICS,INCOME,"INCOME, NET CASH FARM",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),534633,534633,FALSE,1,State Summary Highlights:  2022
NATIONAL,US,2022,CENSUS,"INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME",OPERATIONS,ECONOMICS,INCOME,"INCOME, NET CASH FARM",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),11186,11186,FALSE,1,State Summary Highlights:  2022
NATIONAL,US,2022,CENSUS,"INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME",OPERATIONS,ECONOMICS,INCOME,"INCOME, NET CASH FARM",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),23153,23153,FALSE,1,State Summary Highlights:  2022
NATIONAL,US,2022,CENSUS,"INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME",OPERATIONS,ECONOMICS,INCOME,"INCOME, NET CASH FARM",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),21865,21865,FALSE,1,State Summary Highlights:  2022
NATIONAL,US,2022,CENSUS,"INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME",OPERATIONS,ECONOMICS,INCOME,"INCOME, NET CASH FARM",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),75597,75597,FALSE,1,State Summary Highlights:  2022
NATIONAL,US,2022,CENSUS,"INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME",OPERATIONS,ECONOMICS,INCOME,"INCOME, NET CASH FARM",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),79398,79398,FALSE,1,State Summary Highlights:  2022
NATIONAL,US,2022,CENSUS,"INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME",OPERATIONS,ECONOMICS,INCOME,"INCOME, NET CASH FARM",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),189878,189878,FALSE,1,State Summary Highlights:  2022
NATIONAL,US,2022,CENSUS,"INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME",OPERATIONS,ECONOMICS,INCOME,"INCOME, NET CASH FARM",TOTAL,NOT SPECIFIED,1900487,1900487,FALSE,1,State Summary Highlights:  2022
STATE,AK,1997,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,13,13,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,1997,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,5142274,5142274,FALSE,10,Irrigation:  2022 and 2017
STATE,AK,2002,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,NA,NA,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2002,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,4977214,4977214,FALSE,10,Irrigation:  2022 and 2017
STATE,AK,2007,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,NA,NA,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2007,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,5062201,5062201,FALSE,10,Irrigation:  2022 and 2017
STATE,AK,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),5,5,FALSE,10,Irrigation:  2022 and 2017
STATE,AK,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,59,59,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),167203,167203,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),30208,30208,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),51873,51873,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),9375,9375,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),607367,607367,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11191),50,50,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),45988,45988,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),561329,561329,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),2300003,2300003,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),58700,58700,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),89693,89693,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),14154,14154,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),14365,14365,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),59856,59856,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),327050,327050,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2012,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,3729847,3729847,FALSE,10,Irrigation:  2022 and 2017
STATE,AK,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,52,52,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),177887,177887,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),31891,31891,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),50621,50621,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),7588,7588,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),601769,601769,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),34361,34361,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),567408,567408,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),2555551,2555551,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),88579,88579,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),92908,92908,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),18714,18714,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),7653,7653,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),81756,81756,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),339913,339913,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2017,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,4054830,4054830,FALSE,10,Irrigation:  2022 and 2017
STATE,AK,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),50,50,FALSE,10,Irrigation:  2022 and 2017
STATE,AK,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),6,6,FALSE,10,Irrigation:  2022 and 2017
STATE,AK,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),NA,NA,TRUE,10,Irrigation:  2022 and 2017
STATE,AK,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,138,138,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),303687,303687,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),77324,77324,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),97383,97383,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),20225,20225,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),753358,753358,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11191),1678,1678,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),123031,123031,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),628649,628649,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),2035184,2035184,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),61969,61969,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),77091,77091,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),11420,11420,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),14072,14072,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),62364,62364,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129),260457,260457,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2022,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - ACRES",ACRES,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,3774534,3774534,FALSE,10,Irrigation:  2022 and 2017
STATE,AK,1997,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - NUMBER OF OPERATIONS",OPERATIONS,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,5,5,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,1997,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - NUMBER OF OPERATIONS",OPERATIONS,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,67839,67839,FALSE,10,Irrigation:  2022 and 2017
STATE,AK,2002,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - NUMBER OF OPERATIONS",OPERATIONS,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,11,11,FALSE,10,Irrigation:  2022 and 2017
NATIONAL,US,2002,CENSUS,"AG LAND, (EXCL HARVESTED CROPLAND), IRRIGATED - NUMBER OF OPERATIONS",OPERATIONS,ECONOMICS,FARMS & LAND & ASSETS,AG LAND,TOTAL,NOT SPECIFIED,69568,69568,FALSE,10,Irrigation:  2022 and 2017
